Date,Leach_Feed_Throughput_M3Hr,Leach_Feed_Throughput_M3Day,Percentsolids,Leach_Feed_Grade_Au_Gt_Ds,Leach_Feed_Grade_Au_Gt_Ns,Au_Grade,Leach_Feed_Grade_Ag_Gt_Ds,Leach_Feed_Grade_Ag_Gt_Ns,Leach_Feed_Grade_Ag_Gt_Day,Cn_Added_Free_Cn_Ppm_Leach_Tank_1,Cn_Added_Free_Cn_Ppm_Leach_Tank_2,Daily_Nacn_Consumption_Kgt,Mtd_Nacn_Consumption_Kgt,Nacn_Used_T,Au_Feed_g,CN_Tailings_Concentration,Au_Tailings_g,Leach_Feed_Gt_150um_Day,Leach_Feed_Gt_75um_Day,Leach_Feed_Lt_75um_Day,Cyanide_Profile_Ppm_Leach_Tank_1,Cyanide_Profile_Ppm_Leach_Tank_2,Cyanide_Profile_Ppm_Cil_Tank_01,Cyanide_Profile_Ppm_Cil_Tank_02,Cyanide_Profile_Ppm_Cil_Tank_03,Cyanide_Profile_Ppm_Cil_Tank_04,Cyanide_Profile_Ppm_Cil_Tank_05,Cyanide_Profile_Ppm_Cil_Tank_06,Cyanide_Profile_Ppm_Cil_Tank_07,Cyanide_Profile_Ppm_Cil_Tank_08,Cyanide_Profile_Ppm_Cil_Tank_09,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_01,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_02,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_01,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_02,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_03,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_04,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_05,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_06,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_07,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_08,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_09,Carbon_Concentration_Profile_Gl_Cil_Tank_01,Carbon_Concentration_Profile_Gl_Cil_Tank_02,Carbon_Concentration_Profile_Gl_Cil_Tank_03,Carbon_Concentration_Profile_Gl_Cil_Tank_04,Carbon_Concentration_Profile_Gl_Cil_Tank_05,Carbon_Concentration_Profile_Gl_Cil_Tank_06,Carbon_Concentration_Profile_Gl_Cil_Tank_07,Carbon_Concentration_Profile_Gl_Cil_Tank_08,Carbon_Concentration_Profile_Gl_Cil_Tank_09,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_01,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_02,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_03,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_04,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_05,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_06,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_07,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_08,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_09,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_01,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_02,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_03,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_04,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_05,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_06,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_07,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_08,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_09,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Leach_Tank_01,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Leach_Tank_02,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_01,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_02,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_03,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_04,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_05,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_06,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_07,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_08,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_09,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Leach_Tank_01,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Leach_Tank_02,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_01,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_02,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_03,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_04,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_05,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_06,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_07,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_08,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Leach_Tank_01,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Leach_Tank_02,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_01,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_02,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_03,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_04,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_05,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_06,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_07,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_08,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_09,Leach_Feed_Dry_t,Ph_Leach_Tank_01,Ph_Leach_Tank_02,Ph_Cil_Tank_01,Ph_Cil_Tank_02,Ph_Cil_Tank_03,Ph_Cil_Tank_04,Ph_Cil_Tank_05,Ph_Cil_Tank_06,Ph_Cil_Tank_07,Ph_Cil_Tank_08,Ph_Cil_Tank_09,Dissolved_Au_Metal_Profile_G_Leach_Tank_01,Dissolved_Au_Metal_Profile_G_Leach_Tank_02,Dissolved_Au_Metal_Profile_G_Cil_Tank_01,Dissolved_Au_Metal_Profile_G_Cil_Tank_02,Dissolved_Au_Metal_Profile_G_Cil_Tank_03,Dissolved_Au_Metal_Profile_G_Cil_Tank_04,Dissolved_Au_Metal_Profile_G_Cil_Tank_05,Dissolved_Au_Metal_Profile_G_Cil_Tank_06,Dissolved_Au_Metal_Profile_G_Cil_Tank_07,Dissolved_Au_Metal_Profile_G_Cil_Tank_08,Dissolved_Au_Metal_Profile_G_Cil_Tank_09,Au_on_Carbon_g,Undissolved_Au_g,Total_Au_Grams,Residence_Time,Tonnes_Processed,Leach_Cn_Adds_To_Tank_1,Leach_Cn_Adds_To_Tank_2,CN_Concentration_PL_01,Solids_Fraction,Liquid_Fraction,Slurry_Mass_Kg,Solution_Mass_Kg,NaCN_Used_Kg,CN_Kg_T,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_01_Imputed,Dissolved_Oxygen_PL_01,Leach_Feed_Grade_Au_Gt,Fines_Fraction,Grade_x_Fines,Particle_Size,Au_Recovery_g,Au_Recovery_pct,Total_Au_in_Solution_g,Au_Residual_g,Au_Accounted_g,Au_Unaccounted_g,Au_Inventory_g
2024-06-11,141.0034435121042,3384.0826442905013,51.125,2.09,2.03,2.0619119804400974,5.27,5.15,5.21,285.0,330.0,1.1758228712207044,4.699453449976399,3.0,5260.771917881172,204.0,614.7762459405868,15.695,21.14,63.99207250872432,285.0,330,300,300,320,310,300,325.0,315,300,300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.875,9.5,8.8125,10.25,9.625,9.0625,8.125,9.75,17.5,823.0,354.0,279.0,94.5,71.0,52.5,50.5,44.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.64,0.76,0.4,0.201,0.101,0.044,0.014,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.759950843176,550.3782344507406,111.50813818529387,103.81792175872192,96.12770533214992,92.28259711886392,84.59238069229193,76.90216426571993,69.21194783914794,65.36683962586194,57.67662319928995,2549.0388202110225,11.62,11.685,11.685,11.7,11.695,11.7,11.695,11.655,11.44,11.6,11.5,1124.3886120024576,1182.049566464122,139.68366218338224,73.51771693862223,36.94265276165768,18.56322352700212,8.086948863248445,2.573120092851778,1.1027657540793334,0.3675885846931112,0.1837942923465556,2056.66471368489,1835.624503311258,4707.62671875,30.141107863335023,4671.3030801125005,False,True,330.0,0.51125,0.48875,4985895.002857747,2436856.182646724,804.1625402734189,0.315476772616137,21.13,21.39695652173913,2.0619119804400974,0.6346715313309057,1.308636834095457,82.56193915295835,4645.995671940585,88.31395362625426,2587.459651464464,-2673.312266416709,7094.525114401198,-1833.753196520026,528.9236309883419
2024-06-12,140.8929825441834,3381.4315810604016,51.125,1.71,1.6,1.6564339853300736,4.01,4.8,4.404999999999999,335.0,310.0,0.0,4.305671384826301,0.0,4222.922657982703,188.0,474.07730790513455,14.615,20.125,65.3967032967033,335.0,310,315,290,300,270,290,290.0,290,285,270,21.13,10.48,9.1,8.86,8.98,7.93,8.74,9.08,8.62,9.03,6.75,10.125,10.3125,9.6875,9.5,9.75,9.75,9.875,8.875,13.5,959.0,534.0,195.5,123.0,107.5,60.0,45.5,43.5,40.5,1229.0,868.0,492.0,306.5,282.5,203.5,187.0,161.5,146.0,1.04,0.96,0.48,0.2,0.088,0.031,0.011,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.8262442821054,474.9839557588584,96.12770533214992,88.43748890557792,80.74727247900593,76.90216426571993,69.21194783914794,65.36683962586194,65.36683962586194,57.67662319928995,53.83151498600396,2547.1989132179256,11.29,11.72,11.79,11.765,11.72,11.71,11.725,11.785,11.77,11.745,11.725,749.5924080016384,691.931453539974,88.22126032634668,36.75885846931112,16.17389772649689,5.697623062743223,2.021737215812111,0.5513828770396667,0.1837942923465556,0.1837942923465556,0.1837942923465556,2156.535044208282,1573.4785962995832,5430.073593750001,30.164738677933933,4667.643618706252,True,False,335.0,0.51125,0.48875,4982296.162773449,2435097.2495555235,815.7575786011004,0.3202567237163815,21.13,21.39695652173913,1.6564339853300736,0.6530742589251617,1.08177439742789,80.80476387224498,3748.845350077568,88.77371559223388,1591.5000040964023,-2631.4226538863004,5795.590952509402,-1572.6682945266994,-565.8453418847635
2024-06-13,146.72589894260045,2853.818734433579,51.125,1.7,2.31,2.005477995110024,3.4,5.01,4.205,300.0,300.0,0.0,4.021290862608024,0.0,4315.01864220055,190.0,442.1097522005502,13.03,10.405,66.07941176470588,300.0,300,305,300,305,345,315,280.0,295,290,290,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5625,11.3125,9.375,11.1875,8.375,10.5,10.1875,10.25,14.6875,786.5,328.0,159.5,98.5,61.5,68.5,48.5,38.5,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.16,0.654,0.265,0.102,0.029,0.011,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.2993787123642,512.6810951047995,111.50813818529387,103.81792175872192,96.12770533214992,88.43748890557792,80.74727247900593,80.74727247900593,73.05705605243394,65.36683962586194,61.521731412575946,2151.103223654831,11.245,11.725,11.745,11.805,11.8,11.78,11.785,11.74,11.595,11.739999999999998,11.71,893.7447941557997,836.0838396941351,120.20146719464736,48.70548747183723,18.747017819348667,5.330034478050112,2.021737215812111,0.918971461732778,0.1837942923465556,0.1837942923465556,0.1837942923465556,1946.7092870323563,1809.311900047791,4189.410937500001,28.965574793735705,3939.340035543752,False,True,300.0,0.51125,0.48875,4207536.86778451,2056433.6441296795,616.9300932389039,0.28679706601467,21.13,21.39695652173913,2.005477995110024,0.7381985812340438,1.4804410106863144,75.4602857246122,3872.90889,89.75416356544208,1926.304732368403,-2388.713909832147,6124.4356716491,-1809.4170294485505,-20.29942526319365
2024-06-14,140.25545949250008,3366.131027820002,51.16666666666666,2.67,2.05,2.3609543973941367,5.31,4.67,4.99,255.0,270.0,1.1806739727821591,3.81575859091849,3.0,5999.000024953745,188.0,650.3600569537458,15.82,19.64,65.16063684609553,255.0,270,255,270,260,240,245,235.0,240,250,245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.125,11.5625,10.1875,10.3125,10.25,6.8125,6.3125,6.3125,13.75,1089.5,736.5,413.5,187.5,109.5,73.0,53.5,44.5,39.5,1366.5,1011.5,618.5,401.5,280.5,211.0,191.0,174.0,135.0,1.6,1.52,0.76,0.4,0.16,0.088,0.039,0.011,0.005,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.9764138056643,626.5249066569529,146.28979145797285,138.59032874965848,130.89086604134414,119.3416719788726,111.64220927055824,96.24328385392953,80.84435843730078,73.14489572898643,69.29516437482924,2539.894452268378,6.26,11.685,11.755,11.78,11.795,11.845,11.835,11.84,11.865,11.87,11.845,1152.6819051088246,1095.0478098533831,139.61859575630635,73.48347145068756,29.393388580275023,16.16636371915126,7.164638466442037,2.0207954648939075,0.9185433931335945,0.3674173572534377,0.3674173572534377,2831.671544163958,2211.783890356069,6983.18296875,30.30185074704533,4650.310014933332,False,True,270.0,0.5116666666666666,0.4883333333333334,4963963.098895853,2424068.6466274755,654.4985345894185,0.2576872964169382,19.205,21.39695652173913,2.3609543973941367,0.6475872036644142,1.5289238561876712,81.85231281036526,5348.639968,89.15885890567637,2517.2303465076043,-3481.769678446141,8211.045837981377,-2212.045813027632,-314.1792749847908
2024-06-15,141.48141136711794,3395.553872810831,51.125,1.7,2.09,1.896433985330073,4.76,4.63,4.695,240.0,235.0,0.0,3.556491784618767,0.0,4854.972177198105,176.0,552.8588562154034,15.435,19.82,64.10730405149565,240.0,235,215,220,220,225,220,195.0,210,220,210,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0625,8.5,9.5625,9.8125,9.9375,8.6875,10.375,8.0,13.0,1074.5,786.0,557.0,341.5,93.0,61.0,48.5,40.5,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.56,0.68,0.4,0.12,0.091,0.073,0.024,0.009,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.8388065815524,490.0628114972348,107.66302997200792,96.12770533214992,88.43748890557792,80.74727247900593,76.90216426571993,69.21194783914794,65.36683962586194,57.67662319928995,57.67662319928995,2558.1175700168837,11.155,11.675,11.760000000000002,11.765,11.765,11.785,11.78,11.77,6.79,11.8,11.805,1009.0667030791286,1124.3886120024576,124.9801187956578,73.51771693862223,22.05531508158667,16.725280603536557,13.416983341298556,4.411063016317334,1.654148631119,0.918971461732778,0.1837942923465556,1909.9871134525663,1732.7113128968383,7386.13875,30.039281902355643,4687.137677181251,True,False,240.0,0.51125,0.48875,5003652.948688281,2445535.378671397,586.9284908811353,0.2294376528117359,21.3,21.41875,1.896433985330073,0.6451873742608798,1.2235552634542055,81.88457665351724,4302.113320982701,88.61252266672167,2391.318707243804,-2463.6534699543013,6586.875989808613,-1731.903812610508,480.52409350490575
2024-06-16,140.42828872701548,3370.278929448372,51.083333333333336,1.81,1.79,1.8009575856443722,3.69,4.79,4.24,300.0,290.0,1.1820588525825642,3.4066446875670606,3.0,4570.730759410931,152.5,459.26034541092986,13.765,21.05,65.54630947849257,300.0,290,260,250,225,235,220,235.0,220,240,230,21.3,10.25,9.03,8.74,8.56,7.93,8.82,8.75,9.13,9.07,8.43,8.575,12.375,8.875,11.125,12.5,10.0,7.5625,8.5,12.6875,829.5,575.0,429.0,208.0,108.0,65.5,46.5,40.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.48,0.52,0.24,0.08,0.021,0.005,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.4740434050685,436.7614541152919,96.0122162063788,80.6502616133582,72.96928431684789,72.96928431684789,65.2883070203376,61.44781837208244,61.44781837208244,57.60732972382728,53.76684107557214,2536.595251556404,11.235,11.15,11.155,11.15,11.165,11.195,11.2,11.185,11.18,11.205,11.23,1009.5363756312844,1067.2241685245006,95.61751672050592,44.13116156331043,14.710387187770143,3.861476636789663,0.919399199235634,0.1838798398471268,0.1838798398471268,0.1838798398471268,0.1838798398471268,1874.9773098970625,1548.394658537695,5978.266218749999,30.264557366085658,4648.457213441668,True,False,300.0,0.5108333333333334,0.4891666666666666,4965602.450028849,2429007.198472445,728.7021595417335,0.2872756933115823,21.3,21.4388,1.8009575856443722,0.6531033704033041,1.1762114691377368,80.25319234849829,4111.470414000001,89.95214617563433,2236.736004822785,-2333.9947545881464,6119.368318668473,-1548.6375592575423,362.0015956455686
2024-06-17,140.32490782980926,3367.7977879154223,51.125,2.09,2.08,2.085955990220049,5.67,5.85,5.76,250.0,275.0,0.0,3.204329783961162,0.0,5296.506862686064,204.0,649.9047271860636,13.03,19.535,66.73224400456795,250.0,275,250,265,255,265,280,285.0,270,265,265,20.0,9.86,9.36,8.94,8.82,8.44,8.52,8.6,8.56,8.51,8.48,9.625,11.25,10.625,9.3125,11.125,10.125,8.625,8.3125,14.25,777.0,603.0,261.0,235.0,115.5,83.5,53.5,37.0,35.0,1192.0,1026.0,704.0,479.5,301.0,208.5,151.0,143.0,130.5,1.36,1.44,0.72,0.36,0.12,0.068,0.018,0.006,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.2205229739877,550.3782344507406,119.1983546118659,107.66302997200792,105.74047586536491,103.81792175872192,94.20515122550692,73.05705605243394,69.21194783914794,57.67662319928995,53.83151498600396,2537.96317231579,11.325,11.33,11.335,11.355,11.36,11.4,11.4,11.385000000000002,11.42,11.44,11.37,980.2362258482964,1037.897180309961,132.33189048952002,66.16594524476001,22.05531508158667,12.49801187956578,3.308297262238,1.1027657540793334,0.5513828770396667,0.1837942923465556,0.1837942923465556,2390.3842699777338,1855.0008329350717,5768.625937499998,30.286854028470422,4648.823871493752,False,True,275.0,0.51125,0.48875,4964231.1438939655,2426267.971578176,667.2236921839983,0.2628973105134474,20.0,21.459230769230768,2.085955990220049,0.6720452785325852,1.4018568744541473,78.69855582163899,4646.6021355,87.72955942406782,2256.51460333174,-3039.992259354324,7151.804433430609,-1855.2975707445448,-133.57292883652008
2024-06-18,142.6673978080121,3424.0175473922905,51.04166666666666,1.99,2.69,2.340959183673469,3.37,7.47,5.42,265.0,300.0,0.0,3.0222834969734023,0.0,6028.702149991836,186.0,556.1624499918368,13.855,16.61,66.79839326702371,265.0,300,280,270,260,320,275,265.0,280,265,265,21.36,10.27,9.11,8.43,8.86,7.89,8.93,8.72,9.15,9.07,8.13,9.5,9.5,7.6875,7.375,8.25,9.0,9.0625,11.6875,19.125,1017.5,609.5,312.5,185.0,158.0,81.5,59.5,46.5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,2.4,1.12,0.44,0.28,0.12,0.044,0.018,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.492325184764,541.5349630471859,126.58379761227972,118.91205230244456,107.40443433769188,95.89681637293916,88.22507106310404,80.5533257532689,69.0457077885162,57.5380898237635,49.86634451392837,2574.2575923701256,11.01,10.98,10.56,11.085,11.105,11.13,11.135,11.185,11.2,11.18,11.23,1673.7237066515063,1731.4383172256964,206.0411597498579,80.94474133030131,51.51028993746448,22.07583854462763,8.09447413303013,3.3113757816941445,0.5518959636156908,0.1839653212052302,0.1839653212052302,1694.706839680218,1862.0529277998864,5873.008593749998,29.789566959924763,4718.7241825,False,True,300.0,0.5104166666666666,0.4895833333333333,5043443.446276165,2469185.853906039,740.7557561718118,0.2877551020408164,21.36,21.47703703703704,2.340959183673469,0.6867783553843079,1.607720098185057,78.47936831069973,5472.539699999998,90.77475655365409,3778.059729960204,-2250.6424200316314,7890.981947432146,-1862.2797974403104,2083.5797599204093
2024-06-19,140.58667883167723,3374.0802919602534,51.25,2.39,2.73,2.5609512195121957,5.41,4.77,5.09,300.0,320.0,1.175066775127941,2.92379282081761,3.0,6538.22729155122,200.0,640.6901075512195,11.435,19.745,67.67815052950075,300.0,320,295,315,290,290,285,265.0,240,280,250,21.33,10.08,9.43,9.12,8.74,7.95,8.86,8.89,8.67,8.7,8.22,10.8125,8.4375,8.5,7.375,8.9375,7.3125,7.625,9.25,16.3125,1084.5,600.5,313.0,134.0,115.0,85.5,59.5,45.0,43.5,1431.5,935.0,622.0,296.0,230.0,188.5,165.5,118.5,101.0,1.92,1.96,0.76,0.442,0.129,0.066,0.021,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.8981544771018,484.2652084757348,96.47470950102527,88.75673274094326,84.89774436090225,77.17976760082024,69.4617908407382,65.6028024606972,61.743814080656186,57.88482570061517,50.16684894053315,2552.0981165915864,10.74,10.74,10.785,10.845,10.93,10.985,11.135000000000002,11.155,10.65,11.175,11.22,1381.9275461380726,1410.7177033492824,139.48831168831168,81.12346548188654,23.67630553656869,12.11345864661654,3.854282296650718,0.3670745044429255,0.1835372522214627,0.1835372522214627,0.1835372522214627,2843.955495453608,1749.3323991797672,6036.9178125,30.230460206606597,4668.883604000001,False,True,320.0,0.5125,0.4875,4979703.642129925,2427605.525538339,776.8337681722684,0.3043902439024391,21.33,21.491785714285715,2.5609512195121957,0.6845985906777062,1.753223595672402,76.94201222392067,5897.537184000001,90.20085905580054,3053.818759398496,-3484.408532152725,8287.796761583091,-1749.5694700318709,210.10033479698984
2024-06-20,133.25210167187916,2215.3161902949914,51.1,3.06,3.09,3.077392367906067,7.14,7.16,7.15,250.0,260.0,0.0,2.825313269928137,0.0,5136.221716401664,150.0,493.9573240606653,12.97,20.135,66.35167630057803,250.0,260,270,270,240,280,260,240.0,230,240,230,21.38,10.3,9.15,8.41,8.84,7.87,8.91,8.72,9.1,9.07,8.13,8.6875,10.8125,9.0,9.0,9.3125,9.375,8.5,7.125,14.8125,1129.0,643.5,328.5,245.5,127.5,84.5,70.5,58.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,2.52,1.24,0.4,0.286,0.143,0.066,0.011,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.1371703161689,836.2731392999509,161.37811390815264,134.4817615901272,126.7970894992628,115.27008136296618,99.90073718123736,92.21606509037296,80.68905695407632,76.84672090864413,61.4773767269153,1667.7200041254714,10.32,10.29,10.33,10.64,10.8,10.86,10.9,10.94,10.98,10.99,11.02,1903.3429803964395,1816.8273903784195,227.96857969748265,73.53825151531699,52.57984983345164,26.28992491672582,12.133811500027305,2.022301916671217,0.9192281439414624,0.1838456287882924,0.1838456287882924,524.2614017269321,2591.467312837875,6526.5178125,31.8944312823315,3056.47174775,False,True,260.0,0.511,0.489,3263639.929795443,1595919.9256699716,414.9391806741926,0.2488062622309197,21.38,21.507241379310347,3.077392367906067,0.6671415008887885,2.0530561631485567,78.9541899761159,4642.264392340999,90.38286601835556,4115.990009556054,-1020.2317068456096,7725.676048181527,-2589.4543317798634,3589.71562677111
2024-06-21,160.937447711345,3245.5718621787914,51.16666666666666,2.86,3.05,2.955954397394137,5.44,8.51,6.975,245.0,250.0,0.0,2.692207003765751,0.0,7241.84470297329,192.0,737.3134749732898,12.54,18.655,66.68044216344256,245.0,250,255,255,220,230,255,245.0,235,225,215,21.36,10.27,9.11,8.43,8.86,7.89,8.93,6.72,9.15,9.07,8.13,10.6875,11.8125,9.6875,8.625,10.75,6.5625,6.8125,5.5625,13.875,1317.5,876.0,452.5,163.0,115.0,86.0,71.0,52.5,44.5,1663.0,1137.0,692.0,333.0,251.0,206.0,159.0,132.5,115.5,2.44,2.32,1.2,0.36,0.144,0.061,0.011,0.005,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.5249066569529,649.1703852108186,130.89086604134414,119.3416719788726,107.79247791640108,103.94274656224388,96.24328385392953,88.54382114561515,80.84435843730078,73.14489572898643,57.745970312357706,2449.126588144285,11.59,11.655,11.66,11.655,11.66,11.695,11.7,11.685,11.69,11.7,11.65,1757.8399052909574,1671.3887624077954,220.4504143520627,66.1351243056188,26.45404972224752,11.206229396229851,2.0207954648939075,0.9185433931335945,0.3674173572534377,0.1837086786267188,0.1837086786267188,2747.6198725092686,2134.1853838448237,8520.004218749998,26.4077755701876,4483.7575276,False,True,250.0,0.5116666666666666,0.4883333333333334,4786566.621780363,2337440.0336360773,584.3600084090193,0.2385993485342019,21.36,21.521666666666665,2.955954397394137,0.6812785790749497,2.013828411667027,77.92771546753703,6504.531228,89.81870634880404,3757.148659047446,-3484.696043925844,9376.267390374827,-2134.4226874015376,1009.766090094892
2024-06-22,140.095787327568,3362.298895861632,51.125,3.25,3.07,3.160955990220049,8.01,6.29,7.15,255.0,260.0,0.0,2.5670680542833235,0.0,8012.96337704401,162.0,864.3169570440095,14.61,19.435,65.57114503816794,255.0,260,245,245,245,255,245,235.0,230,220,190,21.3,10.6,8.74,8.53,8.8,7.89,8.72,8.2,8.84,8.94,8.68,10.25,10.1875,10.1875,9.0625,10.625,9.25,7.1875,7.9375,14.875,1348.5,935.0,563.0,333.5,145.0,120.5,61.5,67.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2.28,1.0,0.36,0.12,0.069,0.021,0.009,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.6524885642108,769.0216426571992,188.41030245101385,173.02986959786986,149.95922031815388,134.57878746500987,119.1983546118659,107.66302997200792,96.12770533214992,76.90216426571993,73.05705605243394,2534.2143278123744,11.46,11.765,11.81,11.785,11.815,11.825,11.785,11.72,11.71,11.705,11.765,1528.015293234109,1643.337202157438,183.7942923465556,66.16594524476001,22.05531508158667,12.681806171912337,3.859680139277668,1.654148631119,0.5513828770396667,0.1837942923465556,0.1837942923465556,3686.4244340753007,2777.600621287635,9290.5584375,30.336386846970427,4641.233338375,False,True,260.0,0.51125,0.48875,4956898.440708801,2422684.1128964266,629.8978693530709,0.2485574572127139,21.3,21.521666666666665,3.160955990220049,0.6582381301047571,2.080661760345876,80.52655268716597,7148.64642,89.21351669321048,3462.482654468492,-4550.480722575518,10790.824666875436,-2777.861289831427,-223.68111106301603
