date,cu_regime,guidance_status,throughput_tpd,cu_feed_ppm,cu_solution_ppm_avg,free_cn_ppm_avg,wad_gpl_avg,complexed_cn_gpl_avg,specific_nacn_kgpt,nacn_consumption_tpd,recovery_au_pct,expected_nacn_tpd_band_regime,expected_specific_nacn_band_regime,expected_free_cn_band_regime,analogue_count,expected_nacn_tpd_band_analog,expected_specific_nacn_band_analog,expected_free_cn_band_analog,guidance_comment
2025-09-16,High Cu,Normal,13423.567,790.6495345374226,2943.4375,688.4375,9.8975,9.209062500000002,2.790241967727356,37.455,73.26672452055594,22.7 to 53.4,2.87 to 4.9,186 to 422,30,15.1 to 49.0,1.18 to 4.07,375 to 717,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-09-17,Medium Cu,Normal,15103.5482,672.628849488373,2584.1875,1252.96875,9.543437500000001,8.290468750000002,2.8615792413599874,43.22,63.58566780575241,12.8 to 29.4,1.29 to 2.81,347 to 597,30,13.9 to 26.0,1.11 to 2.28,536 to 752,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-18,Medium Cu,Normal,15059.4894,525.1457816746419,2675.0625,638.125,9.149375,8.511249999999999,1.6580907450952487,24.97,45.620387214108135,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.5 to 36.5,1.3 to 2.67,368 to 608,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-19,Medium Cu,Normal,15771.1348,477.6116389086365,2659.1875,489.34375,8.8665625,8.37721875,2.73474296852754,43.129999999999995,57.13398762320955,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.3 to 36.5,1.36 to 2.95,331 to 534,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-20,Medium Cu,Normal,16036.4454,1067.9718138393964,2353.15625,715.375,8.4025,7.687125,1.6986307950763204,27.240000000000002,63.13776058620423,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.1 to 36.5,1.18 to 2.67,368 to 632,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-21,Medium Cu,Normal,6503.4619999999995,2703.872901678657,2392.75,560.4166666666667,8.252500000000001,7.6920833333333345,3.4904486256704508,22.7,73.79062840550262,12.8 to 29.4,1.29 to 2.81,347 to 597,30,8.6 to 30.2,1.13 to 2.87,356 to 528,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-09-22,Medium Cu,Normal,12365.198,1352.7438077410384,2571.035714285714,348.10714285714283,8.368214285714286,8.020107142857142,3.2126456850913345,39.725,57.622910046863616,12.8 to 29.4,1.29 to 2.81,347 to 597,30,21.0 to 40.3,1.69 to 3.08,323 to 419,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-23,Medium Cu,Watch,13742.791799999999,1642.3192055886689,2429.0625,558.21875,8.3465625,7.788343749999999,3.9642600130200623,54.48,60.739842887712605,12.8 to 29.4,1.29 to 2.81,347 to 597,30,18.4 to 39.4,1.55 to 3.17,368 to 592,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2025-09-24,Medium Cu,Normal,15480.099,2976.8645041371615,2661.40625,435.0625,8.871875000000001,8.4368125,2.4195581694923267,37.455,66.4231595773333,12.8 to 29.4,1.29 to 2.81,347 to 597,30,24.5 to 41.0,1.73 to 3.29,325 to 475,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-25,Medium Cu,Normal,14857.4358,1084.508253152152,2698.25,381.9375,8.833124999999999,8.4511875,3.2037829838712817,47.6,66.10899274162908,12.8 to 29.4,1.29 to 2.81,347 to 597,30,24.5 to 41.0,1.67 to 3.29,325 to 432,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-26,Medium Cu,Normal,15757.7991,1011.2691167874555,2675.75,529.5,9.0621875,8.5326875,2.1576617257418897,34.0,63.952831887947625,12.8 to 29.4,1.29 to 2.81,347 to 597,30,21.1 to 42.6,1.57 to 3.21,367 to 530,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-09-27,High Cu,Normal,16746.5652,338.5147501651391,2836.59375,401.03125,9.2521875,8.851156249999999,2.7787787790656915,46.535,71.13055265567436,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.8 to 48.5,1.9 to 3.7,317 to 476,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-09-28,High Cu,Normal,15167.806499999999,543.4382685327406,2883.65625,738.625,10.080625000000001,9.342,3.3673293498305115,51.075,79.11887178654374,22.7 to 53.4,2.87 to 4.9,186 to 422,30,18.2 to 45.7,1.23 to 3.21,406 to 731,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-09-29,High Cu,Normal,16391.9931,510.27894616743794,2854.875,953.375,10.2953125,9.3419375,2.7004037721318954,44.265,82.9313379872887,22.7 to 53.4,2.87 to 4.9,186 to 422,30,12.5 to 37.5,0.87 to 2.66,633 to 857,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-09-30,High Cu,Normal,13735.104599999999,723.8581897762202,2799.9285714285716,904.5714285714286,10.043928571428571,9.139357142857143,1.4047945437561504,19.295,77.50216682266583,22.7 to 53.4,2.87 to 4.9,186 to 422,30,15.0 to 41.7,1.11 to 2.73,643 to 880,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-10-01,Medium Cu,Normal,15761.6427,366.50720242292317,2573.875,736.09375,9.1946875,8.45859375,1.2961846927287597,20.43,81.13665612851388,12.8 to 29.4,1.29 to 2.81,347 to 597,30,18.4 to 43.2,1.47 to 3.21,383 to 655,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-02,Medium Cu,Normal,14429.835299999999,412.40207240682065,2406.8125,860.53125,8.9234375,8.062906250000001,2.123724863304573,30.645,72.46292610420737,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.1 to 36.6,1.18 to 2.4,533 to 738,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-03,Medium Cu,Normal,2972.0637,338.35905667366336,2337.375,718.375,8.46,7.741625000000001,3.437005741162277,10.215,72.61622531643751,12.8 to 29.4,1.29 to 2.81,347 to 597,30,8.0 to 17.0,1.07 to 2.87,356 to 549,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-06,Medium Cu,Normal,9553.2678,348.1451001568031,2056.875,756.0,7.637083333333334,6.881083333333334,0.9504601137633764,9.08,79.35868894083254,12.8 to 29.4,1.29 to 2.81,347 to 597,30,11.2 to 27.8,1.22 to 2.78,455 to 656,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-07,Medium Cu,Normal,14419.2654,441.23451681095884,1950.75,722.3125,7.275625,6.5533125,1.2594261563421947,18.16,80.28446856530907,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.1 to 33.2,1.28 to 2.45,406 to 667,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-08,Medium Cu,Normal,9514.8318,320.64296210366047,1950.15,576.5,7.0105,6.434,2.266461504868641,21.565,84.56416109903316,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.0 to 35.2,1.38 to 3.17,387 to 587,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-09,Medium Cu,Normal,15877.9116,273.91380306034137,2011.9375,577.25,7.2006250000000005,6.623375,1.9300397163062677,30.644999999999996,80.9235860381319,12.8 to 29.4,1.29 to 2.81,347 to 597,30,20.9 to 42.6,1.5 to 3.21,381 to 632,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-10,Medium Cu,Normal,16678.3413,601.0891552313309,2020.53125,680.28125,7.36875,6.68846875,2.517936241057736,41.995,76.41502088433408,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.3 to 36.6,1.28 to 2.38,433 to 704,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-11,Medium Cu,Normal,15586.758899999999,387.4256770876846,2062.21875,551.78125,7.308125,6.75634375,2.475819395653833,38.59,74.46365092052574,12.8 to 29.4,1.29 to 2.81,347 to 597,30,20.7 to 42.8,1.57 to 3.09,367 to 627,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-12,Medium Cu,Normal,14707.535399999999,691.4235070769604,2099.90625,695.46875,7.6840625,6.98859375,2.0836257854596085,30.644999999999996,78.29192968327168,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.3 to 39.4,1.28 to 2.51,449 to 707,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-13,Medium Cu,Normal,17822.704999999998,296.55128335500444,2077.5,562.53125,7.44875,6.88621875,1.4010218987521816,24.97,79.7203260186216,12.8 to 29.4,1.29 to 2.81,347 to 597,30,21.4 to 39.4,1.57 to 2.72,374 to 652,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-14,Medium Cu,Normal,16034.123,817.2333210147859,2187.875,296.28125,7.10375,6.80746875,2.1828446744483623,35.0,,12.8 to 29.4,1.29 to 2.81,347 to 597,30,25.0 to 41.4,1.83 to 3.16,325 to 476,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range.
2025-10-15,Medium Cu,Normal,14279.526,1856.178785160317,2314.6875,530.5625,8.0903125,7.559749999999999,3.4178305358315115,48.805,,12.8 to 29.4,1.29 to 2.81,347 to 597,30,25.1 to 42.8,1.83 to 3.16,374 to 627,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-16,Medium Cu,Normal,15128.18,2236.114353756614,2395.09375,426.90625,8.067499999999999,7.640593749999999,2.2438257609309247,33.945,80.2295152015195,12.8 to 29.4,1.29 to 2.81,347 to 597,30,25.1 to 41.4,1.73 to 2.96,367 to 574,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-17,Medium Cu,Normal,14378.568,948.6475682089164,2630.875,576.625,8.950624999999999,8.373999999999999,3.3153510140926414,47.67,80.3720805654313,12.8 to 29.4,1.29 to 2.81,347 to 597,30,25.5 to 42.8,1.76 to 3.21,392 to 652,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-18,High Cu,Normal,13635.752999999999,2250.6251291007143,2869.34375,389.875,9.0653125,8.6754375,2.7468230027340628,37.455,84.76507912724844,22.7 to 53.4,2.87 to 4.9,186 to 422,30,34.0 to 48.5,2.26 to 3.7,321 to 476,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-10-19,High Cu,Watch,11716.086,1420.48884158813,3276.3125,493.5625,10.4125,9.9189375,5.812521348853194,68.10000000000001,85.78437260928352,22.7 to 53.4,2.87 to 4.9,186 to 422,30,35.8 to 50.8,2.43 to 4.13,368 to 577,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-10-20,High Cu,Watch,13800.823,592.1588895982812,3415.34375,624.46875,11.119375000000002,10.494906250000001,5.921385992704928,81.72,83.33730643208467,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.6 to 47.3,2.09 to 3.21,429 to 694,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-10-21,High Cu,Watch,14845.618999999999,66.46728694640413,3357.40625,973.90625,11.5378125,10.563906249999999,2.5994200713355236,38.59,87.44394455464965,22.7 to 53.4,2.87 to 4.9,186 to 422,30,19.6 to 43.2,1.4 to 2.77,566 to 780,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-10-22,High Cu,Watch,15715.635,728.3425654261321,3386.84375,501.90625,10.8271875,10.325281250000002,1.4444214312689243,22.7,84.23365236707123,22.7 to 53.4,2.87 to 4.9,186 to 422,30,34.0 to 49.7,2.18 to 3.7,387 to 635,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-10-23,High Cu,Watch,14625.202,258.2499999999999,3424.28125,341.84375,10.7478125,10.40596875,1.552115314373094,22.7,79.63639318892406,22.7 to 53.4,2.87 to 4.9,186 to 422,30,34.3 to 49.7,2.29 to 4.13,350 to 500,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-10-24,High Cu,Watch,14564.029,260.3861858989833,3012.75,419.625,9.701875,9.28225,3.506927924958128,51.075,81.87607462308658,22.7 to 53.4,2.87 to 4.9,186 to 422,30,34.3 to 49.7,2.29 to 3.91,353 to 523,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range.
2025-10-25,High Cu,Normal,13748.389,454.41264864966064,2717.3125,625.5625,9.4459375,8.820374999999999,2.064969212029133,28.39,78.40561068368353,22.7 to 53.4,2.87 to 4.9,186 to 422,30,28.1 to 47.3,1.97 to 3.21,429 to 670,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-10-26,Medium Cu,Normal,11955.922999999999,428.09850551233075,2310.40625,1380.6875,9.0184375,7.637749999999999,1.3290483720913895,15.89,76.15742246910484,12.8 to 29.4,1.29 to 2.81,347 to 597,30,15.5 to 30.6,1.26 to 2.23,598 to 780,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-27,Medium Cu,Normal,16185.599,412.8307080842533,2383.21875,797.625,8.5665625,7.7689375,0.7012406522613096,11.35,68.76636453814147,12.8 to 29.4,1.29 to 2.81,347 to 597,30,18.4 to 38.3,1.32 to 2.46,559 to 721,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-10-28,Medium Cu,Normal,9837.201,353.49231719814014,2298.8500000000004,688.3,8.1595,7.4712,0.5768917398353455,5.675,62.61741889072569,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.5 to 30.6,1.41 to 2.49,530 to 692,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2025-10-29,Medium Cu,Normal,15924.4,729.4269333372552,2248.375,412.78125,7.4871875,7.07440625,0.5701941674411595,9.08,71.1587483214279,12.8 to 29.4,1.29 to 2.81,347 to 597,30,25.8 to 42.8,1.74 to 3.16,367 to 573,Medium-Cu regime: operate near historical median band and monitor Cu trend closely.
2025-10-30,Medium Cu,Normal,16155.498,1349.7554853458703,2646.78125,354.0,8.2321875,7.8781875,3.867414053098209,62.480000000000004,70.64065318692569,12.8 to 29.4,1.29 to 2.81,347 to 597,30,26.0 to 42.8,1.94 to 3.29,325 to 476,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Specific NaCN is already in the upper historical range.
2025-10-31,High Cu,Watch,12064.675,2131.8517686981395,2963.464285714286,576.6428571428571,9.615,9.038357142857143,5.178755333235252,62.480000000000004,78.42485289849458,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.5 to 57.2,2.5 to 4.32,367 to 577,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range.
2025-11-01,High Cu,Watch,11872.417,959.039987044031,3494.46875,502.96875,11.0928125,10.58984375,4.588787607443371,54.48,81.17377473712418,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.7 to 59.7,2.76 to 4.44,367 to 577,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-02,High Cu,Watch,14511.595,553.0220751416638,3240.09375,694.5625,10.8390625,10.1445,3.441386008912184,49.94,78.20360859228391,22.7 to 53.4,2.87 to 4.9,186 to 422,30,27.5 to 47.7,1.76 to 3.29,496 to 694,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-03,High Cu,Critical,14570.826,455.9451561642207,3406.6875,478.9375,10.7884375,10.3095,4.941380811218252,72.0,68.52506799518962,22.7 to 53.4,2.87 to 4.9,186 to 422,30,27.5 to 49.4,1.76 to 3.35,421 to 635,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-04,High Cu,Watch,15927.313,493.29332691024865,3133.0625,875.78125,10.6859375,9.81015625,2.565404472179331,40.86,76.96411489077471,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.0 to 44.0,1.59 to 2.79,559 to 737,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-05,High Cu,Normal,16324.452,572.2837164132293,2748.84375,1037.3125,9.875,8.8376875,1.7335957127381671,28.299999999999997,82.75312486832964,22.7 to 53.4,2.87 to 4.9,186 to 422,30,18.4 to 41.7,1.3 to 2.68,649 to 922,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-11-06,High Cu,Normal,17081.832,991.0675165434686,3019.71875,534.9375,9.700000000000001,9.165062500000001,2.524904822855066,43.129999999999995,80.22690189861925,22.7 to 53.4,2.87 to 4.9,186 to 422,30,29.0 to 51.1,1.96 to 3.49,423 to 635,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk.
2025-11-07,High Cu,Watch,4123.8369999999995,1069.5214896728205,3260.583333333333,319.4166666666667,9.795833333333334,9.476416666666667,5.504582261617034,22.7,81.50105770317761,22.7 to 53.4,2.87 to 4.9,186 to 422,30,5.6 to 23.7,0.96 to 3.7,311 to 448,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range.
2025-11-08,High Cu,Watch,12606.615,1201.0833807760757,3430.321428571429,167.7857142857143,9.939642857142857,9.771857142857144,3.871380223795206,48.805,81.30632443679863,22.7 to 53.4,2.87 to 4.9,186 to 422,30,35.7 to 54.5,2.54 to 4.27,343 to 468,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2025-11-09,High Cu,Watch,14258.853000000001,1301.3999689663713,3855.90625,362.625,11.718124999999999,11.3555,6.208774296221442,88.53,77.75073865091575,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.7 to 57.0,2.74 to 4.32,367 to 534,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-10,High Cu,Watch,15066.4185,1069.0815015425442,3229.1875,754.15625,10.8121875,10.05803125,1.2806626870214708,19.294999999999998,73.29930357999531,22.7 to 53.4,2.87 to 4.9,186 to 422,30,28.3 to 49.4,1.78 to 3.35,541 to 738,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-11,High Cu,Watch,16667.8785,3680.388319343554,3626.8125,171.34375,10.521875000000001,10.350531250000001,2.723801952360044,45.4,73.82839733956902,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.7 to 57.0,2.7 to 4.32,343 to 487,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-12,High Cu,Critical,15970.657500000001,2529.420585615468,4164.375,146.6875,11.7815625,11.634875,4.832612558374631,77.18,72.65012153547178,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.7 to 61.0,2.57 to 4.56,343 to 468,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-13,High Cu,Critical,13495.230000000001,2031.2387504269175,4539.041666666667,142.0,12.582916666666666,12.440916666666666,6.475991887503955,87.39500000000001,81.22552699407214,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.5 to 60.4,2.57 to 4.91,357 to 720,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-14,High Cu,Critical,15349.603500000001,1355.117565897913,4527.21875,246.75,13.1271875,12.8804375,4.510539962807508,69.235,80.32728460236167,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.7 to 61.3,2.62 to 5.12,345 to 693,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-15,High Cu,Watch,15798.7935,878.4161458474441,4314.90625,405.09375,13.15875,12.753656249999999,3.8180130653647697,60.32,81.82935333921192,22.7 to 53.4,2.87 to 4.9,186 to 422,30,37.7 to 62.2,2.57 to 4.77,345 to 693,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-16,High Cu,Watch,16667.8785,788.0708313411674,4073.40625,298.75,12.092812499999999,11.794062499999999,0.8999345657577238,15.0,77.96218812396157,22.7 to 53.4,2.87 to 4.9,186 to 422,30,39.2 to 62.2,2.62 to 4.77,345 to 673,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-17,High Cu,Critical,15021.4995,1132.7061693883556,4178.15625,214.96875,12.086875,11.871906249999999,3.5282762549770745,53.0,84.68905625818451,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.9 to 62.2,2.71 to 4.91,310 to 625,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-18,High Cu,Critical,13433.710500000001,3807.49296778497,4274.78125,236.78125,12.46625,12.22946875,4.650986039932899,62.480000000000004,79.79470189869429,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.9 to 62.2,2.75 to 5.12,280 to 566,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-19,High Cu,Critical,14517.6255,3508.6776805158784,4500.625,166.78125,12.477187500000001,12.310406250000002,3.566698975669265,51.78,82.70530258356673,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.9 to 62.5,2.75 to 4.91,271 to 527,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-20,High Cu,Critical,12460.140000000001,3856.4705815987454,4772.90625,45.03125,12.0434375,11.99840625,5.522409860563364,68.81,76.85556465062132,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.9 to 62.5,2.75 to 4.91,253 to 503,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-21,High Cu,Critical,16024.365,2123.503054414538,4911.6875,130.375,13.31375,13.183375,6.091661042418843,97.61500000000001,74.82696835970319,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 66.7,2.75 to 4.91,239 to 503,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-22,High Cu,Critical,7050.33,789.1952323476161,5090.25,101.33333333333334,13.710833333333333,13.6095,8.640021105395066,60.915,69.02724493947271,22.7 to 53.4,2.87 to 4.9,186 to 422,30,46.3 to 68.6,3.46 to 5.52,220 to 500,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-23,High Cu,Critical,15021.4995,1557.516392056384,5168.375,193.96875,14.539955357142858,14.345986607142859,4.611057637754473,69.265,63.648346751077554,22.7 to 53.4,2.87 to 4.9,186 to 422,30,47.1 to 68.6,2.95 to 5.44,182 to 490,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-24,High Cu,Critical,15166.0215,1661.8341460831884,5243.8125,261.21875,15.42,15.15878125,3.4178376972497366,51.835,66.1859215630092,22.7 to 53.4,2.87 to 4.9,186 to 422,30,48.8 to 69.1,3.46 to 5.44,177 to 464,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-25,High Cu,Watch,14910.1785,1836.6758889247942,5182.75,318.6875,15.462499999999999,15.1438125,5.521396004749372,82.32499999999999,72.07836457203084,22.7 to 53.4,2.87 to 4.9,186 to 422,30,49.1 to 69.1,3.46 to 5.44,177 to 464,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-11-26,High Cu,Watch,17137.575,1959.6826017937165,5407.75,153.3125,14.7678125,14.6145,2.516692122426889,43.129999999999995,74.3311127595373,22.7 to 53.4,2.87 to 4.9,186 to 422,30,48.8 to 69.3,3.44 to 5.44,177 to 416,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
